Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1746368549,71,,Aggregated,0.300000,0.000000,27000,36000,41000,43000,47000,50000,52000,52000,52000,52000,52000,23,0,27000.0,27127.713019916606,3214.9965729913674,51632.04720901558,118107.17391304347
1746368550,72,,Aggregated,0.400000,0.000000,29000,36000,43000,45000,50000,52000,54000,54000,54000,54000,54000,24,0,27000.0,28230.61541854501,3214.9965729913674,53597.370586998295,113213.45833333333
1746368551,73,,Aggregated,0.400000,0.000000,29000,36000,43000,45000,50000,52000,54000,54000,54000,54000,54000,24,0,27000.0,28230.61541854501,3214.9965729913674,53597.370586998295,113213.45833333333
1746368552,74,,Aggregated,0.400000,0.000000,29000,36000,43000,45000,50000,52000,54000,54000,54000,54000,54000,24,0,27000.0,28230.61541854501,3214.9965729913674,53597.370586998295,113213.45833333333
1746368553,75,,Aggregated,0.400000,0.000000,29000,38000,43000,47000,52000,54000,57000,57000,57000,57000,57000,25,0,29000.0,29366.555563602597,3214.9965729913674,56629.11904498469,115515.96
1746368554,76,,Aggregated,0.400000,0.000000,29000,38000,43000,47000,52000,54000,57000,57000,57000,57000,57000,25,0,29000.0,29366.555563602597,3214.9965729913674,56629.11904498469,115515.96
1746368555,77,,Aggregated,0.400000,0.000000,29000,38000,43000,47000,52000,54000,57000,57000,57000,57000,57000,25,0,29000.0,29366.555563602597,3214.9965729913674,56629.11904498469,115515.96
1746368556,78,,Aggregated,0.400000,0.000000,32000,41000,45000,47000,54000,57000,59000,59000,59000,59000,59000,26,0,29000.0,30491.80414981003,3214.9965729913674,58623.01880499581,120086.11538461539
1746368557,79,,Aggregated,0.400000,0.000000,32000,41000,45000,47000,54000,57000,59000,59000,59000,59000,59000,26,0,29000.0,30491.80414981003,3214.9965729913674,58623.01880499581,120086.11538461539
1746368558,80,,Aggregated,0.400000,0.000000,32000,41000,47000,50000,57000,59000,60000,60000,60000,60000,60000,27,1,32000.0,31585.8731342596,3214.9965729913674,60031.66672994848,115638.48148148147
1746368559,81,,Aggregated,0.300000,0.000000,34000,43000,50000,52000,59000,60000,60000,60000,60000,60000,60000,28,2,32000.0,32601.42986453554,3214.9965729913674,60031.66672994848,111508.53571428571
1746368560,82,,Aggregated,0.300000,0.000000,36000,45000,52000,57000,60000,60000,60000,60000,60000,60000,60000,30,4,34000.0,34429.15715036603,3214.9965729913674,60031.66672994848,104074.63333333333
1746368561,83,,Aggregated,0.400000,0.100000,36000,47000,54000,57000,60000,60000,60000,60000,60000,60000,60000,31,5,36000.0,35255.1027855802,3214.9965729913674,60033.47184200538,100717.3870967742
1746368562,84,,Aggregated,0.500000,0.300000,38000,50000,57000,59000,60000,60000,60000,60000,60000,60000,60000,32,6,36000.0,36029.001899625655,3214.9965729913674,60033.47184200538,97569.96875
1746368563,85,,Aggregated,0.600000,0.400000,41000,52000,59000,60000,60000,60000,60000,60000,60000,60000,60000,34,8,38000.0,37440.21267441328,3214.9965729913674,60033.47184200538,91830.55882352941
1746368564,86,,Aggregated,0.700000,0.500000,41000,54000,60000,60000,60000,60000,60000,60000,60000,60000,60000,35,9,41000.0,38085.39941163035,3214.9965729913674,60033.47184200538,89206.82857142857
1746368565,87,,Aggregated,0.700000,0.600000,43000,54000,60000,60000,60000,60000,60000,60000,60000,60000,60000,36,10,41000.0,38694.800495113464,3214.9965729913674,60033.47184200538,86728.86111111111
1746368566,88,,Aggregated,0.900000,0.800000,45000,59000,60000,60000,60000,60000,60000,60000,60000,60000,60000,38,12,43000.0,39817.551997214505,3214.9965729913674,60039.22853904078,82164.18421052632
1746368567,89,,Aggregated,1.000000,0.900000,45000,59000,60000,60000,60000,60000,60000,60000,60000,60000,60000,39,13,45000.0,40335.60267436312,3214.9965729913674,60039.22853904078,80057.41025641025
1746368568,90,,Aggregated,1.100000,1.100000,47000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,40,14,45000.0,40827.61594487965,3214.9965729913674,60039.22853904078,78055.975
1746368569,91,,Aggregated,1.200000,1.200000,50000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,42,16,47000.0,41741.34186169387,3214.9965729913674,60039.22853904078,74339.02380952382
1746368570,92,,Aggregated,1.300000,1.300000,50000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,43,17,50000.0,42166.85666126026,3214.9965729913674,60039.22853904078,72610.20930232559
1746368571,93,,Aggregated,1.400000,1.400000,52000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,44,18,50000.0,42572.682603890746,3214.9965729913674,60039.22853904078,70959.97727272728
1746368572,94,,Aggregated,1.300000,1.300000,54000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,46,20,52000.0,43331.85925128688,3214.9965729913674,60039.22853904078,67874.76086956522
1746368573,95,,Aggregated,1.300000,1.300000,54000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,47,21,54000.0,43686.847371727905,3214.9965729913674,60039.22853904078,66430.6170212766
1746368574,96,,Aggregated,1.300000,1.300000,57000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,48,22,54000.0,44027.41190623419,3214.9965729913674,60039.22853904078,65046.645833333336
1746368575,97,,Aggregated,1.400000,1.400000,59000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,50,24,57000.0,44667.59315158473,3214.9965729913674,60039.22853904078,62444.78
1746368576,98,,Aggregated,1.300000,1.300000,59000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,51,25,59000.0,44968.55775145563,3214.9965729913674,60039.22853904078,61220.37254901961
1746368577,99,,Aggregated,1.400000,1.400000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,53,27,60000.0,45536.76409487292,3214.9965729913674,60039.22853904078,58910.16981132075
1746368578,100,,Aggregated,1.300000,1.300000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,54,28,60000.0,45805.0041838756,3214.9965729913674,60039.22853904078,57819.24074074074
